issue_rank,issue_label,total_count,article_rank,title,press,pub_date,link
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,5,“합당 제안이 대표 깜짝쇼냐”…與내부 반발 목소리,동아일보,2026-01-22 11:48,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691547&rankingType=RANKING
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,6,"정청래, 조국혁신당에 합당 제안 “지방선거 함께 치르자”",동아일보,2026-01-22 10:04,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691498&rankingType=RANKING
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,7,"이준석 “민주·조국당, 전화 2대인 같은 중국집…합치는게 맞아”",동아일보,2026-01-22 10:51,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691520&rankingType=RANKING
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,8,"정청래, 혁신당에 합당 제안…조국 ""국민 마음 따라 결정""(종합)",연합뉴스,2026-01-22 11:54,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015861163&rankingType=RANKING
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,9,"정청래 ""조국혁신당, 우리와 합치자"" 합당 제안",연합뉴스,2026-01-22 9:56,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015860594&rankingType=RANKING
10,"조국, 정청래 합당 제안에 “국민 뜻 따라 결정”",13,10,"정청래 “조국혁신당, 우리와 합칩시다” 합당 제안",한겨레,2026-01-22 9:58,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787712&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,1,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",동아일보,2026-01-22 4:37,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691429&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,2,"이 대통령 “환율, 한두 달 뒤 1400원 전후 하락…일본보다 잘 견뎌”",한겨레,2026-01-21 10:40,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787513&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,3,"이 대통령 “환율, 한두 달 지나면 1400원 전후로 떨어질 것으로 예측”",조선일보,2026-01-21 10:23,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954291&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,4,李 “환율 잘 견디고 있어…우리 정책만으론 원상회복 어려워”,동아일보,2026-01-21 10:38,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691087&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,5,"李대통령 ""당국, 환율 한두 달 뒤 1천400원 전후 떨어질 것 예측""",연합뉴스,2026-01-21 10:36,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015858344&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,6,李대통령 “생리대 고급화하며 바가지…기본 제품 무상공급 검토”,동아일보,2026-01-20 14:14,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003690807&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,7,"李대통령 ""제 지적에도 여전한 공공기관 있어…제재 좀 하라""(종합)",연합뉴스,2026-01-20 11:50,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015856454&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,8,"李대통령 ""싼 생리대 왜 안 만드나…무상 공급 검토해보라""",연합뉴스,2026-01-20 15:47,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015857166&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,9,李대통령 “생리대 너무 비싸... 무상 공급 검토하라”,조선일보,2026-01-20 14:52,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954114&rankingType=RANKING
11,"“환율, 한두달뒤 1400원 전후 예측… 대책 있으면 이미 했을 것”",13,10,"사상 첫 코스피 5천 돌파…李대통령, 與 코스피 특위와 오찬",연합뉴스,2026-01-22 9:42,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015860547&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,1,장동혁 만난 이준석 “내가 본 단식 중 가장 ‘에프엠’…청와대 조치 기대”,한겨레,2026-01-21 9:42,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787506&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,2,"이준석, 7일째 단식 중인 장동혁에 “공동 투쟁 방안 마련해 함께할 것”",조선일보,2026-01-21 9:40,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954276&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,3,"장동혁 만난 이준석 “양당 공존, 대표님이 지휘관 역할 해야”",동아일보,2026-01-21 9:34,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691063&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,4,"유승민, 단식 중인 장동혁 찾아 “하나 돼서 보수 재건 길 찾아야”",조선일보,2026-01-20 10:34,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954059&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,5,장동혁에 힘 실어준 이준석 “진정성 의심할 이유가 없다”,조선일보,2026-01-20 16:02,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954133&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,6,"김재원, ‘단식 5일차’ 장동혁 옆에서 동조 단식...이준석은 조기 귀국",조선일보,2026-01-19 9:25,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003953827&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,7,"이준석, 장동혁과 동조 단식 검토…국힘·개혁신당 지방선거 연대 물꼬?",경향신문,2026-01-17 8:01,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=032&aid=0003422080&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,8,"장동혁 엿새째 단식에 보수 결집… 유승민·이준석 “보수 재건, 통합해야”",조선일보,2026-01-20 17:18,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954150&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,9,장동혁 찾은 유승민 “생각 달라도 보수 재건 머리 맞대야”,동아일보,2026-01-20 10:31,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003690742&rankingType=RANKING
12,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",11,10,"이준석 “장동혁 안찾는 한동훈, 어떻게 정치 현안 풀겠나”",동아일보,2026-01-22 10:17,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691502&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,1,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,경향신문,2026-01-21 11:27,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=032&aid=0003422880&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,2,李 “종교의 정치 개입은 반란 행위… 개신교도 수사해야하지 않겠나”,조선일보,2026-01-22 0:53,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=023&aid=0003954477&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,3,이 대통령 “검사 권력 완전 빼앗으면 나중에 책임 어떻게 지나…행정은 그러면 안돼”[대통령 신년 기자회견],경향신문,2026-01-21 17:24,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=032&aid=0003422990&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,4,"[속보]이 대통령 “조직 권력 뺏는 게 검찰개혁 목표 아냐…보완수사, 안 하는게 맞지만 예외적 필요”[대통령 신년 기자회견]",경향신문,2026-01-21 12:11,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=032&aid=0003422896&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,5,"李 “일부 교회, 설교때 이재명 죽여야 나라 산다고 해”",동아일보,2026-01-21 11:43,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691109&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,6,"李대통령 ""종교의 정치개입, 나라 망하는 길…반란 행위와 같아""",연합뉴스,2026-01-21 13:02,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=001&aid=0015858804&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,7,"[단독] 설 특별사면 없다…“이 대통령, 사면권 남용 안 된단 입장 확고”",한겨레,2026-01-20 16:16,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787393&rankingType=RANKING
13,이 대통령 “‘이재명 죽어야 나라 산다’ 설교하는 교회 있어···반드시 뿌리 뽑아야”,8,8,李 “나는 평생 부정한 돈 안받고 성공…부정부패 청산해야”,동아일보,2026-01-21 13:06,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003691121&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,1,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,한겨레,2026-01-22 10:48,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787726&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,2,정원오 “오세훈도 신인이었다…대권 말고 시민 보는 서울시장 필요”,한겨레,2026-01-21 7:02,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787487&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,3,"홍준표 “TK 중진, 공천헌금 15억 제의”…박지원 “보수는 0 하나 더 붙네”",한겨레,2026-01-20 10:34,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002787300&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,4,홍준표 “과거 공천 헌금 15억 제의받아…김병기·강선우 뿐이겠나”,동아일보,2026-01-19 21:23,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003690547&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,5,홍준표 “나때도 광역의원 1억 공공연…공천헌금 안 오른 듯”,동아일보,2026-01-19 15:07,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=020&aid=0003690454&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,6,"“개혁신당 40억 공천팔이”…국힘 대변인, 장동혁·이준석 공조에 ‘찬물’",한겨레,2026-01-17 17:38,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=028&aid=0002786972&rankingType=RANKING
14,이준석 “‘윤 어게인’ 국힘과 선거연대? 관심 없다”,7,7,"“개혁신당, 지선 40억 공천팔이” 국힘 대변인 방송에···개혁신당 “공조 허물어” 발끈",경향신문,2026-01-17 17:01,https://news.naver.com/main/ranking/read.naver?mode=LSD&mid=shm&sid1=001&oid=032&aid=0003422119&rankingType=RANKING
